Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"M01",Absolute Quantification,"ABS","13888",Ch1Unknown,"HbS",,14.27,ddPCR Supermix for Probes (no dUTP),,14.73,13.8,14.73,13.8,3627,297287,43,3584,4134,293153,0,300914,,,,,,,,0.868,0.906,0.823,0.906,0.829,46.5,47.6,45.3,47.6,45.3,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01,A02,B02,C02,D02,E02,F02,G02,H02)",14.5,14.03,14.5,14.03,,,,,0.887,0.842,0.887,0.848,47,45.9,47,45.9,
"M01",Absolute Quantification,"ABS","13888",Ch2Unknown,"HbA",,16.45,ddPCR Supermix for Probes (no dUTP),,16.94,15.95,16.94,15.95,4177,296737,43,3584,4134,293153,0,300914,,,,,,,,0.868,0.906,0.823,0.906,0.829,46.5,47.6,45.3,47.6,45.3,1,1,,,,,"","(A01,B01,C01,D01,E01,F01,G01,H01,A02,B02,C02,D02,E02,F02,G02,H02)",16.7,16.19,16.7,16.19,,,,,0.887,0.842,0.887,0.848,47,45.9,47,45.9,
"A01",Absolute Quantification,"ABS","13888",Ch1Unknown,"HbS","Manual",15,ddPCR Supermix for Probes (no dUTP),300,,,16.9,13.1,234,18263,2,232,286,17977,0,18497,,,,,,,,0.81,,,0.95,0.67,44.8,,,49.1,40.5,1,1,3198,8731.3,1176.1,1271.7,"",,,,16,14,,,,,,,0.88,0.74,,,47,42.6,
"B01",Absolute Quantification,"ABS","13888",Ch1Unknown,"HbS","Manual",14,ddPCR Supermix for Probes (no dUTP),280,,,15.8,12.2,231,19293,6,225,265,19028,0.173,19524,,,,,,,,0.85,,,1,0.7,46,,,50.3,41.6,1,1,3198,8673.8,1170.5,1259.2,"",,,,14.9,13.1,,,,,,,0.93,0.78,,,48.2,43.8,
"C01",Absolute Quantification,"ABS","13888",Ch1Unknown,"HbS","Manual",13.3,ddPCR Supermix for Probes (no dUTP),266,,,15,11.6,225,19810,0,225,265,19545,0,20035,,,,,,,,0.85,,,1,0.7,45.9,,,50.3,41.5,1,1,3198,8732,1179.8,1264.6,"",,,,14.2,12.4,,,,,,,0.93,0.77,,,48.1,43.6,
"D01",Absolute Quantification,"ABS","13888",Ch1Unknown,"HbS","Manual",13.1,ddPCR Supermix for Probes (no dUTP),262,,,14.8,11.3,218,19541,5,213,277,19264,0.115,19759,,,,,,,,0.77,,,0.91,0.64,43.6,,,47.9,39.2,1,1,3198,8760,1184.1,1267.7,"",,,,13.9,12.2,,,,,,,0.84,0.7,,,45.8,41.3,
"E01",Absolute Quantification,"ABS","13888",Ch1Unknown,"HbS","Manual",14.5,ddPCR Supermix for Probes (no dUTP),290,,,16.4,12.7,238,19167,4,234,262,18905,0.0459,19405,,,,,,,,0.89,,,1.05,0.74,47.2,,,51.6,42.8,1,1,3198,8662.8,1187.5,1279.1,"",,,,15.5,13.6,,,,,,,0.97,0.81,,,49.4,45,
"F01",Absolute Quantification,"ABS","13888",Ch1Unknown,"HbS","Manual",14.9,ddPCR Supermix for Probes (no dUTP),298,,,16.7,13,253,19890,2,251,286,19604,0,20143,,,,,,,,0.88,,,1.03,0.73,46.7,,,50.9,42.5,1,1,3198,8658.5,1169.5,1263.6,"",,,,15.8,13.9,,,,,,,0.95,0.8,,,48.9,44.6,
"G01",Absolute Quantification,"ABS","13888",Ch1Unknown,"HbS","Manual",14.7,ddPCR Supermix for Probes (no dUTP),294,,,16.5,12.8,247,19707,5,242,257,19450,0.106,19954,,,,,,,,0.94,,,1.11,0.78,48.5,,,52.9,44.2,1,1,3198,8655.5,1173,1265.6,"",,,,15.6,13.7,,,,,,,1.03,0.86,,,50.7,46.3,
"H01",Absolute Quantification,"ABS","13888",Ch1Unknown,"HbS","Manual",14,ddPCR Supermix for Probes (no dUTP),280,,,15.8,12.2,237,19796,1,236,255,19541,0,20033,,,,,,,,0.93,,,1.09,0.76,48.1,,,52.5,43.7,1,1,3198,8608.1,1172.9,1260.9,"",,,,14.9,13.1,,,,,,,1.01,0.84,,,50.3,45.8,
"A02",Absolute Quantification,"ABS","13888",Ch1Unknown,"HbS","Manual",15.5,ddPCR Supermix for Probes (no dUTP),310,,,17.6,13.3,202,15250,1,201,228,15022,0,15452,,,,,,,,0.88,,,1.05,0.71,46.8,,,51.6,42.1,1,1,3198,8587,1201.5,1298.1,"",,,,16.6,14.4,,,,,,,0.97,0.8,,,49.2,44.4,
"B02",Absolute Quantification,"ABS","13888",Ch1Unknown,"HbS","Manual",15,ddPCR Supermix for Probes (no dUTP),300,,,17,13.1,223,17335,2,221,241,17094,0,17558,,,,,,,,0.92,,,1.08,0.75,47.8,,,52.4,43.3,1,1,3198,8620.7,1190.6,1285,"",,,,16,14,,,,,,,1,0.83,,,50.2,45.5,
